Year,Month,Day,Date,WaterTempF.AM,WaterTempC.AM,WaterTempF.PM,WaterTempC.PM,LowAirTempF,HighAirTempF,LowAirTempC,HighAirTempC,Notes,Photoperiod,DOY,iceyear,MeanWaterTemp,MeanAirTemp,temp.iced,AboveFreezing,threeweektemp,threeweekwarm,fromThaw,cumAboveFreezing,day1temp,PredWaterTemp
1966,May,22,5/22/1966,56,13.33,58,14.44,50,78,10,25.6,NA,15.18377577,142,1966,13.885,17.8,Open,17.8,180.2,180.2,0,1722,1.665,13.885
1966,May,23,5/23/1966,56,13.33,58,14.44,56,62,13.3,16.7,NA,15.21829531,143,1966,13.885,15,Open,15,189.95,189.95,0,1737,1.665,13.885
1966,May,24,5/24/1966,54,12.22,59,15,44,74,6.7,23.3,NA,15.25195829,144,1966,13.61,15,Open,15,201.35,201.35,0,1752,1.665,13.61
1966,May,25,5/25/1966,57,13.89,62,16.67,44,82,6.7,27.8,NA,15.28474183,145,1966,15.28,17.25,Open,17.25,211.1,211.1,0,1769.25,1.665,15.28
1966,May,26,5/26/1966,59,15,64,17.78,50,85,10,29.4,NA,15.31662313,146,1966,16.39,19.7,Open,19.7,216.05,216.05,0,1788.95,1.665,16.39
1966,May,27,5/27/1966,60,15.56,63,17.22,48,58,8.9,14.4,NA,15.34757955,147,1966,16.39,11.65,Open,11.65,220.45,220.45,0,1800.6,1.665,16.39
1966,May,28,5/28/1966,59,15,60,15.56,36,54,2.2,12.2,NA,15.37758858,148,1966,15.28,7.2,Open,7.2,221.55,221.55,0,1807.8,1.665,15.28
1966,May,29,5/29/1966,58,14.44,62,16.67,38,58,3.3,14.4,NA,15.40662798,149,1966,15.555,8.85,Open,8.85,229.55,229.55,0,1816.65,1.665,15.555
1966,May,30,5/30/1966,58,14.44,54,12.22,36,60,2.2,15.6,NA,15.43467578,150,1966,13.33,8.9,Open,8.9,237.35,237.35,0,1825.55,1.665,13.33
1966,May,31,5/31/1966,58,14.44,62,16.67,36,70,2.2,21.1,NA,15.46171036,151,1966,15.555,11.65,Open,11.65,244.85,244.85,0,1837.2,1.665,15.555
1966,Jun,1,6/1/1966,59,15,67,19.44,40,81,4.4,27.2,NA,15.48771049,152,1966,17.22,15.8,Open,15.8,256.2,256.2,0,1853,1.665,17.22
1966,Jun,2,6/2/1966,62,16.67,68,20,44,74,6.7,23.3,NA,15.51265539,153,1966,18.335,15,Open,15,264.25,264.25,0,1868,1.665,18.335
1966,Jun,3,6/3/1966,63,17.22,68,20,56,82,13.3,27.8,NA,15.53652478,154,1966,18.61,20.55,Open,20.55,280.35,280.35,0,1888.55,1.665,18.61
1966,Jun,4,6/4/1966,64,17.78,68,20,58,77,14.4,25,NA,15.55929896,155,1966,18.89,19.7,Open,19.7,292.8,292.8,0,1908.25,1.665,18.89
1966,Jun,5,6/5/1966,64,17.78,69,20.56,48,77,8.9,25,NA,15.58095885,156,1966,19.17,16.95,Open,16.95,301.45,301.45,0,1925.2,1.665,19.17
1966,Jun,6,6/6/1966,65,18.33,66,18.89,51,66,10.6,18.9,NA,15.60148603,157,1966,18.61,14.75,Open,14.75,302.3,302.3,0,1939.95,1.665,18.61
1966,Jun,7,6/7/1966,62,16.67,67,19.44,48,69,8.9,20.6,NA,15.62086282,158,1966,18.055,14.75,Open,14.75,302.6,302.6,0,1954.7,1.665,18.055
1966,Jun,8,6/8/1966,62,16.67,66,18.89,42,61,5.6,16.1,NA,15.63907235,159,1966,17.78,10.85,Open,10.85,299.25,299.25,0,1965.55,1.665,17.78
1966,Jun,9,6/9/1966,63,17.22,66,18.89,42,62,5.6,16.7,NA,15.65609855,160,1966,18.055,11.15,Open,11.15,299.8,299.8,0,1976.7,1.665,18.055
1966,Jun,10,6/10/1966,61,16.11,68,20,39,70,3.9,21.1,NA,15.67192628,161,1966,18.055,12.5,Open,12.5,301.15,301.15,0,1989.2,1.665,18.055
1966,Jun,11,6/11/1966,62,16.67,68,20,36,67,2.2,19.4,NA,15.68654132,162,1966,18.335,10.8,Open,10.8,295.8,295.8,0,2000,1.665,18.335
1966,Jun,12,6/12/1966,64,17.78,66,18.89,58,73,14.4,22.8,NA,15.69993044,163,1966,18.335,18.6,Open,18.6,296.6,296.6,0,2018.6,1.665,18.335
1966,Jun,13,6/13/1966,64,17.78,68,20,54,68,12.2,20,NA,15.71208145,164,1966,18.89,16.1,Open,16.1,297.7,297.7,0,2034.7,1.665,18.89
1966,Jun,14,6/14/1966,66,18.89,68,20,53,62,11.7,16.7,NA,15.72298324,165,1966,19.445,14.2,Open,14.2,296.9,296.9,0,2048.9,1.665,19.445
1966,Jun,15,6/15/1966,62,16.67,65,18.33,48,62,8.9,16.7,NA,15.73262581,166,1966,17.5,12.8,Open,12.8,292.45,292.45,0,2061.7,1.665,17.5
1966,Jun,16,6/16/1966,62,16.67,68,20,44,72,6.7,22.2,NA,15.74100029,167,1966,18.335,14.45,Open,14.45,287.2,287.2,0,2076.15,1.665,18.335
1966,Jun,17,6/17/1966,65,18.33,69,20.56,69,76,20.6,24.4,NA,15.74809903,168,1966,19.445,22.5,Open,22.5,298.05,298.05,0,2098.65,1.665,19.445
1966,Jun,18,6/18/1966,66,18.89,69,20.56,52,77,11.1,25,NA,15.75391555,169,1966,19.725,18.05,Open,18.05,308.9,308.9,0,2116.7,1.665,19.725
1966,Jun,19,6/19/1966,66,18.89,70,21.11,52,76,11.1,24.4,NA,15.75844463,170,1966,20,17.75,Open,17.75,317.8,317.8,0,2134.45,1.665,20
1966,Jun,20,6/20/1966,67,19.44,72,22.22,60,80,15.6,26.7,NA,15.76168229,171,1966,20.83,21.15,Open,21.15,330.05,330.05,0,2155.6,1.665,20.83
1966,Jun,21,6/21/1966,68,20,73,22.78,58,78,14.4,25.6,NA,15.7636258,172,1966,21.39,20,Open,20,338.4,338.4,0,2175.6,1.665,21.39
1966,Jun,22,6/22/1966,69,20.56,74,23.33,62,82,16.7,27.8,NA,15.76427374,173,1966,21.945,22.25,Open,22.25,344.85,344.85,0,2197.85,1.665,21.945
1966,Jun,23,6/23/1966,70,21.11,74,23.33,63,83,17.2,28.3,NA,15.76362592,174,1966,22.22,22.75,Open,22.75,352.6,352.6,0,2220.6,1.665,22.22
1966,Jun,24,6/24/1966,72,22.22,76,24.44,64,82,17.8,27.8,NA,15.76168349,175,1966,23.33,22.8,Open,22.8,354.85,354.85,0,2243.4,1.665,23.33
1966,Jun,25,6/25/1966,72,22.22,76,24.44,68,82,20,27.8,NA,15.75844882,176,1966,23.33,23.9,Open,23.9,359.05,359.05,0,2267.3,1.665,23.33
1966,Jun,26,6/26/1966,73,22.78,76,24.44,64,78,17.8,25.6,NA,15.75392559,177,1966,23.61,21.7,Open,21.7,363.8,363.8,0,2289,1.665,23.61
1966,Jun,27,6/27/1966,72,22.22,76,24.44,46,72,7.8,22.2,NA,15.74811872,178,1966,23.33,15,Open,15,364.05,364.05,0,2304,1.665,23.33
1966,Jun,28,6/28/1966,72,22.22,78,25.56,60,84,15.6,28.9,NA,15.74103435,179,1966,23.89,22.25,Open,22.25,371.55,371.55,0,2326.25,1.665,23.89
1966,Jun,29,6/29/1966,76,24.44,83,28.33,68,88,20,31.1,NA,15.73267985,180,1966,26.385,25.55,Open,25.55,386.25,386.25,0,2351.8,1.665,26.385
1966,Jun,30,6/30/1966,78,25.56,82,27.78,64,88,17.8,31.1,NA,15.72306379,181,1966,26.67,24.45,Open,24.45,399.55,399.55,0,2376.25,1.665,26.67
1966,Jul,1,7/1/1966,78,25.56,83,28.33,64,88,17.8,31.1,NA,15.71219587,182,1967,26.945,24.45,Open,24.45,24.45,24.45,0,24.45,1.67,26.945
1966,Jul,2,7/2/1966,78,25.56,83,28.33,64,89,17.8,31.7,NA,15.70008693,183,1967,26.945,24.75,Open,24.75,49.2,49.2,0,49.2,1.67,26.945
1966,Jul,3,7/3/1966,79,26.11,80,26.67,73,79,22.8,26.1,NA,15.68674889,184,1967,26.39,24.45,Open,24.45,73.65,73.65,0,73.65,1.67,26.39
1966,Jul,4,7/4/1966,76,24.44,80,26.67,61,78,16.1,25.6,NA,15.67219471,185,1967,25.555,20.85,Open,20.85,94.5,94.5,0,94.5,1.67,25.555
1966,Jul,5,7/5/1966,76,24.44,80,26.67,60,79,15.6,26.1,NA,15.65643835,186,1967,25.555,20.85,Open,20.85,115.35,115.35,0,115.35,1.67,25.555
1966,Jul,6,7/6/1966,77,25,76,24.44,62,72,16.7,22.2,NA,15.63949474,187,1967,24.72,19.45,Open,19.45,134.8,134.8,0,134.8,1.67,24.72
1966,Jul,7,7/7/1966,76,24.44,76,24.44,58,74,14.4,23.3,NA,15.62137969,188,1967,24.44,18.85,Open,18.85,153.65,153.65,0,153.65,1.67,24.44
1966,Jul,8,7/8/1966,75,23.89,80,26.67,56,81,13.3,27.2,NA,15.60210987,189,1967,25.28,20.25,Open,20.25,173.9,173.9,0,173.9,1.67,25.28
1966,Jul,9,7/9/1966,75,23.89,79,26.11,66,82,18.9,27.8,NA,15.58170276,190,1967,25,23.35,Open,23.35,197.25,197.25,0,197.25,1.67,25
1966,Jul,10,7/10/1966,75,23.89,80,26.67,68,86,20,30,NA,15.56017657,191,1967,25.28,25,Open,25,222.25,222.25,0,222.25,1.67,25.28
1966,Jul,11,7/11/1966,75,23.89,78,25.56,63,80,17.2,26.7,NA,15.53755021,192,1967,24.725,21.95,Open,21.95,244.2,244.2,0,244.2,1.67,24.725
1966,Jul,12,7/12/1966,76,24.44,83,28.33,66,90,18.9,32.2,NA,15.51384323,193,1967,26.385,25.55,Open,25.55,269.75,269.75,0,269.75,1.67,26.385
1966,Jul,13,7/13/1966,77,25,78,25.56,63,76,17.2,24.4,NA,15.48907573,194,1967,25.28,20.8,Open,20.8,290.55,290.55,0,290.55,1.67,25.28
1966,Jul,14,7/14/1966,74,23.33,78,25.56,56,74,13.3,23.3,NA,15.46326837,195,1967,24.445,18.3,Open,18.3,308.85,308.85,0,308.85,1.67,24.445
1966,Jul,15,7/15/1966,70,21.11,77,25,48,74,8.9,23.3,NA,15.43644224,196,1967,23.055,16.1,Open,16.1,324.95,324.95,0,324.95,1.67,23.055
1966,Jul,16,7/16/1966,70,21.11,78,25.56,50,76,10,24.4,NA,15.40861885,197,1967,23.335,17.2,Open,17.2,342.15,342.15,0,342.15,1.67,23.335
1966,Jul,17,7/17/1966,73,22.78,78,25.56,60,82,15.6,27.8,NA,15.37982008,198,1967,24.17,21.7,Open,21.7,363.85,363.85,0,363.85,1.67,24.17
1966,Jul,18,7/18/1966,74,23.33,82,27.78,71,90,21.7,32.2,NA,15.35006808,199,1967,25.555,26.95,Open,26.95,390.8,390.8,0,390.8,1.67,25.555
1966,Jul,19,7/19/1966,74,23.33,74,23.33,56,66,13.3,18.9,NA,15.31938526,200,1967,23.33,16.1,Open,16.1,406.9,406.9,0,406.9,1.67,23.33
1966,Jul,20,7/20/1966,71,21.67,76,24.44,48,73,8.9,22.8,NA,15.28779422,201,1967,23.055,15.85,Open,15.85,422.75,422.75,0,422.75,1.67,23.055
1966,Jul,21,7/21/1966,72,22.22,78,25.56,50,76,10,24.4,NA,15.2553177,202,1967,23.89,17.2,Open,17.2,439.95,439.95,0,439.95,1.67,23.89
1966,Jul,22,7/22/1966,73,22.78,76,24.44,59,74,15,23.3,NA,15.22197854,203,1967,23.61,19.15,Open,19.15,434.65,434.65,0,459.1,1.67,23.61
1966,Jul,23,7/23/1966,73,22.78,78,25.56,61,81,16.1,27.2,NA,15.18779962,204,1967,24.17,21.65,Open,21.65,431.55,431.55,0,480.75,1.67,24.17
1966,Jul,24,7/24/1966,74,23.33,80,26.67,62,86,16.7,30,NA,15.15280382,205,1967,25,23.35,Open,23.35,430.45,430.45,0,504.1,1.67,25
1966,Jul,25,7/25/1966,74,23.33,78,25.56,65,84,18.3,28.9,NA,15.11701399,206,1967,24.445,23.6,Open,23.6,433.2,433.2,0,527.7,1.67,24.445
1966,Jul,26,7/26/1966,74,23.33,77,25,60,74,15.6,23.3,NA,15.08045287,207,1967,24.165,19.45,Open,19.45,431.8,431.8,0,547.15,1.67,24.165
1966,Jul,27,7/27/1966,74,23.33,78,25.56,63,80,17.2,26.7,NA,15.04314312,208,1967,24.445,21.95,Open,21.95,434.3,434.3,0,569.1,1.67,24.445
1966,Jul,28,7/28/1966,74,23.33,78,25.56,60,72,15.6,22.2,NA,15.00510721,209,1967,24.445,18.9,Open,18.9,434.35,434.35,0,588,1.67,24.445
1966,Jul,29,7/29/1966,73,22.78,78,25.56,55,74,12.8,23.3,NA,14.96636743,210,1967,24.17,18.05,Open,18.05,432.15,432.15,0,606.05,1.67,24.17
1966,Jul,30,7/30/1966,74,23.33,78,25.56,56,78,13.3,25.6,NA,14.92694584,211,1967,24.445,19.45,Open,19.45,428.25,428.25,0,625.5,1.67,24.445
1966,Jul,31,7/31/1966,76,24.44,78,25.56,60,80,15.6,26.7,NA,14.88686426,212,1967,25,21.15,Open,21.15,424.4,424.4,0,646.65,1.67,25
1966,Aug,1,8/1/1966,74,23.33,72,22.22,62,66,16.7,18.9,NA,14.84614422,213,1967,22.775,17.8,Open,17.8,420.25,420.25,0,664.45,1.67,22.775
1966,Aug,2,8/2/1966,68,20,73,22.78,54,67,12.2,19.4,NA,14.80480694,214,1967,21.39,15.8,Open,15.8,410.5,410.5,0,680.25,1.67,21.39
1966,Aug,3,8/3/1966,68,20,74,23.33,54,74,12.2,23.3,NA,14.76287332,215,1967,21.665,17.75,Open,17.75,407.45,407.45,0,698,1.67,21.665
1966,Aug,4,8/4/1966,70,21.11,77,25,62,80,16.7,26.7,NA,14.72036392,216,1967,23.055,21.7,Open,21.7,410.85,410.85,0,719.7,1.67,23.055
1966,Aug,5,8/5/1966,72,22.22,77,25,60,80,15.6,26.7,NA,14.67729892,217,1967,23.61,21.15,Open,21.15,415.9,415.9,0,740.85,1.67,23.61
1966,Aug,6,8/6/1966,72,22.22,75,23.89,60,72,15.6,22.2,NA,14.63369811,218,1967,23.055,18.9,Open,18.9,417.6,417.6,0,759.75,1.67,23.055
1966,Aug,7,8/7/1966,71,21.67,72,22.22,60,65,15.6,18.3,NA,14.58958091,219,1967,21.945,16.95,Open,16.95,412.85,412.85,0,776.7,1.67,21.945
1966,Aug,8,8/8/1966,69,20.56,69,20.56,52,62,11.1,16.7,NA,14.5449663,220,1967,20.56,13.9,Open,13.9,399.8,399.8,0,790.6,1.67,20.56
1966,Aug,9,8/9/1966,64,17.78,68,20,52,60,11.1,15.6,NA,14.49987285,221,1967,18.89,13.35,Open,13.35,397.05,397.05,0,803.95,1.67,18.89
1966,Aug,10,8/10/1966,63,17.22,67,19.44,52,60,11.1,15.6,NA,14.45431872,222,1967,18.33,13.35,Open,13.35,394.55,394.55,0,817.3,1.67,18.33
1966,Aug,11,8/11/1966,64,17.78,66,18.89,56,61,13.3,16.1,NA,14.40832161,223,1967,18.335,14.7,Open,14.7,392.05,392.05,0,832,1.67,18.335
1966,Aug,12,8/12/1966,63,17.22,72,22.22,46,70,7.8,21.1,NA,14.36189879,224,1967,19.72,14.45,Open,14.45,387.35,387.35,0,846.45,1.67,19.72
1966,Aug,13,8/13/1966,67,19.44,68,20,56,67,13.3,19.4,NA,14.31506707,225,1967,19.72,16.35,Open,16.35,382.05,382.05,0,862.8,1.67,19.72
1966,Aug,14,8/14/1966,66,18.89,66,18.89,62,64,16.7,17.8,NA,14.26784284,226,1967,18.89,17.25,Open,17.25,375.95,375.95,0,880.05,1.67,18.89
1966,Aug,15,8/15/1966,66,18.89,66,18.89,55,63,12.8,17.2,NA,14.22024202,227,1967,18.89,15,Open,15,367.35,367.35,0,895.05,1.67,18.89
1966,Aug,16,8/16/1966,66,18.89,70,21.11,58,72,14.4,22.2,NA,14.1722801,228,1967,20,18.3,Open,18.3,366.2,366.2,0,913.35,1.67,20
1966,Aug,17,8/17/1966,67,19.44,74,23.33,56,84,13.3,28.9,NA,14.12397209,229,1967,21.385,21.1,Open,21.1,365.35,365.35,0,934.45,1.67,21.385
1966,Aug,18,8/18/1966,68,20,72,22.22,57,66,13.9,18.9,NA,14.07533259,230,1967,21.11,16.4,Open,16.4,362.85,362.85,0,950.85,1.67,21.11
1966,Aug,19,8/19/1966,67,19.44,68,20,44,60,6.7,15.6,NA,14.02637576,231,1967,19.72,11.15,Open,11.15,355.95,355.95,0,962,1.67,19.72
1966,Aug,20,8/20/1966,65,18.33,65,18.33,53,60,11.7,15.6,NA,13.9771153,232,1967,18.33,13.65,Open,13.65,350.15,350.15,0,975.65,1.67,18.33
1966,Aug,21,8/21/1966,62,16.67,62,16.67,50,54,10,12.2,NA,13.9275645,233,1967,16.67,11.1,Open,11.1,340.1,340.1,0,986.75,1.67,16.67
1966,Aug,22,8/22/1966,61,16.11,61,16.11,53,58,11.7,14.4,NA,13.87773622,234,1967,16.11,13.05,Open,13.05,335.35,335.35,0,999.8,1.67,16.11
1966,Aug,23,8/23/1966,60,15.56,62,16.67,52,63,11.1,17.2,NA,13.82764292,235,1967,16.115,14.15,Open,14.15,333.7,333.7,0,1013.95,1.67,16.115
1966,Aug,24,8/24/1966,60,15.56,65,18.33,53,64,11.7,17.8,NA,13.77729662,236,1967,16.945,14.75,Open,14.75,330.7,330.7,0,1028.7,1.67,16.945
1966,Aug,25,8/25/1966,62,16.67,68,20,66,72,18.9,22.2,NA,13.72670897,237,1967,18.335,20.55,Open,20.55,329.55,329.55,0,1049.25,1.67,18.335
1966,Aug,26,8/26/1966,65,18.33,70,21.11,63,76,17.2,24.4,NA,13.67589123,238,1967,19.72,20.8,Open,20.8,329.2,329.2,0,1070.05,1.67,19.72
1966,Aug,27,8/27/1966,66,18.89,73,22.78,57,76,13.9,24.4,NA,13.62485426,239,1967,20.835,19.15,Open,19.15,329.45,329.45,0,1089.2,1.67,20.835
1966,Aug,28,8/28/1966,68,20,72,22.22,60,76,15.6,24.4,NA,13.57360857,240,1967,21.11,20,Open,20,332.5,332.5,0,1109.2,1.67,21.11
1966,Aug,29,8/29/1966,69,20.56,73,22.78,64,8,17.8,-13.3,NA,13.52216431,241,1967,21.67,2.25,Open,2.25,320.85,320.85,0,1111.45,1.67,21.67
1966,Aug,30,8/30/1966,70,21.11,76,24.44,56,76,13.3,24.4,NA,13.47053128,242,1967,22.775,18.85,Open,18.85,326.35,326.35,0,1130.3,1.67,22.775
1966,Aug,31,8/31/1966,72,22.22,78,25.56,58,78,14.4,25.6,NA,13.41871894,243,1967,23.89,20,Open,20,333,333,0,1150.3,1.67,23.89
1966,Sep,1,9/1/1966,72,22.22,76,24.44,64,80,17.8,26.7,NA,13.36673643,244,1967,23.33,22.25,Open,22.25,340.55,340.55,0,1172.55,1.67,23.33
1966,Sep,2,9/2/1966,72,22.22,73,22.78,56,66,13.3,18.9,NA,13.31459258,245,1967,22.5,16.1,Open,16.1,342.2,342.2,0,1188.65,1.67,22.5
1966,Sep,3,9/3/1966,70,21.11,73,22.78,58,70,14.4,21.1,NA,13.26229593,246,1967,21.945,17.75,Open,17.75,343.6,343.6,0,1206.4,1.67,21.945
1966,Sep,4,9/4/1966,69,20.56,70,21.11,56,63,13.3,17.2,NA,13.20985473,247,1967,20.835,15.25,Open,15.25,341.6,341.6,0,1221.65,1.67,20.835
1966,Sep,5,9/5/1966,65,18.33,66,18.89,50,55,10,12.8,NA,13.15727694,248,1967,18.61,11.4,Open,11.4,338,338,0,1233.05,1.67,18.61
1966,Sep,6,9/6/1966,63,17.22,67,19.44,52,65,11.1,18.3,NA,13.10457028,249,1967,18.33,14.7,Open,14.7,334.4,334.4,0,1247.75,1.67,18.33
1966,Sep,7,9/7/1966,63,17.22,69,20.56,45,67,7.2,19.4,NA,13.05174223,250,1967,18.89,13.3,Open,13.3,326.6,326.6,0,1261.05,1.67,18.89
1966,Sep,8,9/8/1966,63,17.22,68,20,50,72,10,22.2,NA,12.99880002,251,1967,18.61,16.1,Open,16.1,326.3,326.3,0,1277.15,1.67,18.61
1966,Sep,9,9/9/1966,62,16.67,70,21.11,48,72,8.9,22.2,NA,12.94575068,252,1967,18.89,15.55,Open,15.55,330.7,330.7,0,1292.7,1.67,18.89
1966,Sep,10,9/10/1966,65,18.33,74,23.33,66,73,18.9,22.8,NA,12.89260101,253,1967,20.83,20.85,Open,20.85,337.9,337.9,0,1313.55,1.67,20.83
1966,Sep,11,9/11/1966,65,18.33,70,21.11,57,72,13.9,22.2,NA,12.83935763,254,1967,19.72,18.05,Open,18.05,344.85,344.85,0,1331.6,1.67,19.72
1966,Sep,12,9/12/1966,66,18.89,69,20.56,52,74,11.1,23.3,NA,12.78602701,255,1967,19.725,17.2,Open,17.2,349,349,0,1348.8,1.67,19.725
1966,Sep,13,9/13/1966,66,18.89,70,21.11,57,74,13.9,23.3,NA,12.73261542,256,1967,20,18.6,Open,18.6,353.45,353.45,0,1367.4,1.67,20
1966,Sep,14,9/14/1966,62,16.67,66,18.89,46,62,7.8,16.7,NA,12.67912899,257,1967,17.78,12.25,Open,12.25,350.95,350.95,0,1379.65,1.67,17.78
1966,Sep,15,9/15/1966,62,16.67,64,17.78,42,60,5.6,15.6,NA,12.62557373,258,1967,17.225,10.6,Open,10.6,341,341,0,1390.25,1.67,17.225
1966,Sep,16,9/16/1966,60,15.56,67,19.44,46,65,7.8,18.3,NA,12.57195553,259,1967,17.5,13.05,Open,13.05,333.25,333.25,0,1403.3,1.67,17.5
1966,Sep,17,9/17/1966,61,16.11,67,19.44,46,65,7.8,18.3,NA,12.51828015,260,1967,17.775,13.05,Open,13.05,327.15,327.15,0,1416.35,1.67,17.775
1966,Sep,18,9/18/1966,62,16.67,68,20,46,68,7.8,20,NA,12.46455329,261,1967,18.335,13.9,Open,13.9,321.05,321.05,0,1430.25,1.67,18.335
1966,Sep,19,9/19/1966,64,17.78,69,20.56,47,68,8.3,20,NA,12.41078056,262,1967,19.17,14.15,Open,14.15,332.95,332.95,0,1444.4,1.67,19.17
1966,Sep,20,9/20/1966,65,18.33,68,20,54,66,12.2,18.9,NA,12.3569675,263,1967,19.165,15.55,Open,15.55,329.65,329.65,0,1459.95,1.67,19.165
1966,Sep,21,9/21/1966,62,16.67,64,17.78,44,60,6.7,15.6,NA,12.30311961,264,1967,17.225,11.15,Open,11.15,320.8,320.8,0,1471.1,1.67,17.225
1966,Sep,22,9/22/1966,60,15.56,62,16.67,46,60,7.8,15.6,NA,12.24924237,265,1967,16.115,11.7,Open,11.7,310.25,310.25,0,1482.8,1.67,16.115
1966,Sep,23,9/23/1966,58,14.44,60,15.56,43,54,6.1,12.2,NA,12.19534123,266,1967,15,9.15,Open,9.15,303.3,303.3,0,1491.95,1.67,15
1966,Sep,24,9/24/1966,57,13.89,59,15,40,58,4.4,14.4,NA,12.14142163,267,1967,14.445,9.4,Open,9.4,294.95,294.95,0,1501.35,1.67,14.445
1966,Sep,25,9/25/1966,56,13.33,58,14.44,40,54,4.4,12.2,NA,12.08748905,268,1967,13.885,8.3,Open,8.3,288,288,0,1509.65,1.67,13.885
1966,Sep,26,9/26/1966,54,12.22,56,13.33,36,56,2.2,13.3,NA,12.03354897,269,1967,12.775,7.75,Open,7.75,284.35,284.35,0,1517.4,1.67,12.775
1966,Sep,27,9/27/1966,54,12.22,58,14.44,42,54,5.6,12.2,NA,11.97960693,270,1967,13.33,8.9,Open,8.9,278.55,278.55,0,1526.3,1.67,13.33
1966,Sep,28,9/28/1966,53,11.67,56,13.33,40,58,4.4,14.4,NA,11.92566852,271,1967,12.5,9.4,Open,9.4,274.65,274.65,0,1535.7,1.67,12.5
1966,Sep,29,9/29/1966,54,12.22,54,12.22,46,47,7.8,8.3,NA,11.87173942,272,1967,12.22,8.05,Open,8.05,266.6,266.6,0,1543.75,1.67,12.22
1966,Sep,30,9/30/1966,52,11.11,52,11.11,38,48,3.3,8.9,NA,11.81782537,273,1967,11.11,6.1,Open,6.1,257.15,257.15,0,1549.85,1.67,11.11
1966,Oct,1,10/1/1966,49,9.44,52,11.11,37,48,2.8,8.9,NA,11.76393224,274,1967,10.275,5.85,Open,5.85,242.15,242.15,0,1555.7,1.67,10.275
1966,Oct,2,10/2/1966,50,10,52,11.11,38,50,3.3,10,NA,11.71006602,275,1967,10.555,6.65,Open,6.65,230.75,230.75,0,1562.35,1.67,10.555
1966,Oct,3,10/3/1966,50,10,53,11.67,48,59,8.9,15,NA,11.65623282,276,1967,10.835,11.95,Open,11.95,225.5,225.5,0,1574.3,1.67,10.835
1966,Oct,4,10/4/1966,50,10,52,11.11,44,46,6.7,7.8,NA,11.60243892,277,1967,10.555,7.25,Open,7.25,214.15,214.15,0,1581.55,1.67,10.555
1966,Oct,5,10/5/1966,48,8.89,52,11.11,38,48,3.3,8.9,NA,11.54869075,278,1967,10,6.1,Open,6.1,208,208,0,1587.65,1.67,10
1966,Oct,6,10/6/1966,47,8.33,56,13.33,38,66,3.3,18.9,NA,11.49499495,279,1967,10.83,11.1,Open,11.1,208.5,208.5,0,1598.75,1.67,10.83
1966,Oct,7,10/7/1966,48,8.89,54,12.22,46,78,7.8,25.6,NA,11.44135833,280,1967,10.555,16.7,Open,16.7,212.15,212.15,0,1615.45,1.67,10.555
1966,Oct,8,10/8/1966,52,11.11,55,12.78,50,76,10,24.4,NA,11.38778795,281,1967,11.945,17.2,Open,17.2,216.3,216.3,0,1632.65,1.67,11.945
1966,Oct,9,10/9/1966,54,12.22,56,13.33,54,58,12.2,14.4,NA,11.33429108,282,1967,12.775,13.3,Open,13.3,215.7,215.7,0,1645.95,1.67,12.775
1966,Oct,10,10/10/1966,50,10,50,10,39,53,3.9,11.7,NA,11.28087524,283,1967,10,7.8,Open,7.8,209.35,209.35,0,1653.75,1.67,10
1966,Oct,11,10/11/1966,47,8.33,49,9.44,38,54,3.3,12.2,NA,11.22754822,284,1967,8.885,7.75,Open,7.75,201.55,201.55,0,1661.5,1.67,8.885
1966,Oct,12,10/12/1966,47,8.33,49,9.44,30,56,-1.1,13.3,NA,11.1743181,285,1967,8.885,6.1,Open,6.1,196.5,196.5,0,1667.6,1.67,8.885
1966,Oct,13,10/13/1966,47,8.33,48,8.89,38,56,3.3,13.3,NA,11.12119325,286,1967,8.61,8.3,Open,8.3,193.1,193.1,0,1675.9,1.67,8.61
1966,Oct,14,10/14/1966,48,8.89,50,10,46,59,7.8,15,NA,11.06818235,287,1967,9.445,11.4,Open,11.4,195.35,195.35,0,1687.3,1.67,9.445
1966,Oct,15,10/15/1966,47,8.33,44,6.67,38,39,3.3,3.9,NA,11.01529442,288,1967,7.5,3.6,Open,3.6,189.55,189.55,0,1690.9,1.67,7.5
1966,Oct,16,10/16/1966,43,6.11,44,6.67,28,40,-2.2,4.4,NA,10.96253882,289,1967,6.39,1.1,Open,1.1,182.35,182.35,0,1692,1.67,6.39
1966,Oct,17,10/17/1966,43,6.11,45,7.22,33,50,0.6,10,NA,10.90992527,290,1967,6.665,5.3,Open,5.3,179.9,179.9,0,1697.3,1.67,6.665
1966,Oct,18,10/18/1966,44,6.67,46,7.78,35,51,1.7,10.6,NA,10.85746389,291,1967,7.225,6.15,Open,6.15,177.15,177.15,0,1703.45,1.67,7.225
1966,Oct,19,10/19/1966,43,6.11,45,7.22,34,49,1.1,9.4,NA,10.80516518,292,1967,6.665,5.25,Open,5.25,173,173,0,1708.7,1.67,6.665
1966,Oct,20,10/20/1966,44,6.67,45,7.22,28,61,-2.2,16.1,NA,10.75304003,293,1967,6.945,6.95,Open,6.95,171.9,171.9,0,1715.65,1.67,6.945
1966,Oct,21,10/21/1966,44,6.67,46,7.78,46,60,7.8,15.6,NA,10.70109979,294,1967,7.225,11.7,Open,11.7,177.5,177.5,0,1727.35,1.67,7.225
