Gear,CorrGear,Date,DOY,Year,Month,Length,TLbin,Sex,Maturity,Weight,Age,Count
3,3,4/29/1959,119,1959,4,12.2,12,1,NA,NA,5,1
3,3,4/29/1959,119,1959,4,12.2,12,1,NA,NA,4,1
3,3,4/29/1959,119,1959,4,12.2,12,1,NA,NA,4,1
3,3,4/29/1959,119,1959,4,12.2,12,1,NA,NA,4,1
3,3,4/29/1959,119,1959,4,12.4,12,1,NA,NA,3,1
3,3,4/29/1959,119,1959,4,12.4,12,1,NA,NA,4,1
3,3,4/29/1959,119,1959,4,12.5,12,1,NA,NA,4,1
3,3,4/29/1959,119,1959,4,12.5,12,1,NA,NA,4,1
3,3,4/29/1959,119,1959,4,12.6,12,1,NA,NA,3,1
3,3,4/29/1959,119,1959,4,12.6,12,1,NA,NA,4,1
3,3,4/29/1959,119,1959,4,12.7,12,1,NA,NA,4,1
3,3,4/29/1959,119,1959,4,12.7,12,1,NA,NA,4,1
3,3,4/29/1959,119,1959,4,12.7,12,1,NA,NA,4,1
3,3,4/29/1959,119,1959,4,12.7,12,1,NA,NA,4,1
3,3,4/29/1959,119,1959,4,12.7,12,1,NA,NA,4,1
3,3,4/29/1959,119,1959,4,12.7,12,1,NA,NA,4,1
3,3,4/29/1959,119,1959,4,12.7,12,1,NA,NA,4,1
3,3,4/29/1959,119,1959,4,12.8,12,1,NA,NA,5,1
3,3,4/29/1959,119,1959,4,12.9,12,1,NA,NA,4,1
3,3,4/29/1959,119,1959,4,12.9,12,1,NA,NA,4,1
3,3,4/29/1959,119,1959,4,12.9,12,1,NA,NA,4,1
3,3,4/29/1959,119,1959,4,13,13,1,NA,NA,4,1
3,3,4/29/1959,119,1959,4,13,13,1,NA,NA,4,1
3,3,4/29/1959,119,1959,4,13,13,1,NA,NA,4,1
3,3,4/29/1959,119,1959,4,13.1,13,1,NA,NA,4,1
3,3,4/29/1959,119,1959,4,13.1,13,1,NA,NA,4,1
3,3,4/29/1959,119,1959,4,13.1,13,1,NA,NA,4,1
3,3,4/29/1959,119,1959,4,13.2,13,1,NA,NA,4,1
3,3,4/29/1959,119,1959,4,13.2,13,1,NA,NA,5,1
3,3,4/29/1959,119,1959,4,13.2,13,1,NA,NA,4,1
3,3,4/29/1959,119,1959,4,13.2,13,1,NA,NA,4,1
3,3,4/29/1959,119,1959,4,13.3,13,1,NA,NA,4,1
3,3,4/29/1959,119,1959,4,13.3,13,1,NA,NA,4,1
3,3,4/29/1959,119,1959,4,13.3,13,1,NA,NA,4,1
3,3,4/29/1959,119,1959,4,13.3,13,1,NA,NA,4,1
3,3,4/29/1959,119,1959,4,13.4,13,1,NA,NA,4,1
3,3,4/29/1959,119,1959,4,13.4,13,1,NA,NA,4,1
3,3,4/29/1959,119,1959,4,13.4,13,1,NA,NA,4,1
3,3,4/29/1959,119,1959,4,13.4,13,1,NA,NA,4,1
3,3,4/29/1959,119,1959,4,13.5,13,1,NA,NA,4,1
3,3,4/29/1959,119,1959,4,13.5,13,1,NA,NA,4,1
3,3,4/29/1959,119,1959,4,13.5,13,1,NA,NA,5,1
3,3,4/29/1959,119,1959,4,13.5,13,1,NA,NA,4,1
3,3,4/29/1959,119,1959,4,13.5,13,1,NA,NA,4,1
3,3,4/29/1959,119,1959,4,13.6,13,1,NA,NA,4,1
3,3,4/29/1959,119,1959,4,13.6,13,1,NA,NA,4,1
3,3,4/29/1959,119,1959,4,13.6,13,1,NA,NA,5,1
3,3,4/29/1959,119,1959,4,13.6,13,1,NA,NA,4,1
3,3,4/29/1959,119,1959,4,13.6,13,1,NA,NA,4,1
3,3,4/29/1959,119,1959,4,13.7,13,1,NA,NA,4,1
3,3,4/29/1959,119,1959,4,13.7,13,1,NA,NA,5,1
3,3,4/29/1959,119,1959,4,13.7,13,1,NA,NA,4,1
3,3,4/29/1959,119,1959,4,13.7,13,1,NA,NA,5,1
3,3,4/29/1959,119,1959,4,13.7,13,1,NA,NA,4,1
3,3,4/29/1959,119,1959,4,13.7,13,1,NA,NA,5,1
3,3,4/29/1959,119,1959,4,13.7,13,1,NA,NA,5,1
3,3,4/29/1959,119,1959,4,13.7,13,1,NA,NA,4,1
3,3,4/29/1959,119,1959,4,13.8,13,1,NA,NA,5,1
3,3,4/29/1959,119,1959,4,13.8,13,1,NA,NA,4,1
3,3,4/29/1959,119,1959,4,13.9,13,1,NA,NA,4,1
3,3,4/29/1959,119,1959,4,14,14,1,NA,NA,4,1
3,3,4/29/1959,119,1959,4,14.1,14,1,NA,NA,4,1
3,3,4/29/1959,119,1959,4,14.1,14,1,NA,NA,6,1
3,3,4/29/1959,119,1959,4,14.1,14,1,NA,NA,4,1
3,3,4/29/1959,119,1959,4,14.2,14,1,NA,NA,4,1
3,3,4/29/1959,119,1959,4,14.2,14,1,NA,NA,6,1
3,3,4/29/1959,119,1959,4,14.3,14,1,NA,NA,4,1
3,3,4/29/1959,119,1959,4,14.3,14,1,NA,NA,5,1
3,3,4/29/1959,119,1959,4,14.4,14,1,NA,NA,5,1
3,3,4/29/1959,119,1959,4,14.5,14,1,NA,NA,5,1
3,3,4/29/1959,119,1959,4,14.5,14,1,NA,NA,4,1
3,3,4/29/1959,119,1959,4,14.9,14,1,NA,NA,7,1
3,3,4/29/1959,119,1959,4,15,15,1,NA,NA,6,1
3,3,4/29/1959,119,1959,4,15.1,15,1,NA,NA,5,1
3,3,4/29/1959,119,1959,4,15.1,15,1,NA,NA,6,1
3,3,4/29/1959,119,1959,4,15.4,15,1,NA,NA,6,1
3,3,4/29/1959,119,1959,4,15.5,15,1,NA,NA,6,1
3,3,4/29/1959,119,1959,4,15.7,15,1,NA,NA,7,1
3,3,4/29/1959,119,1959,4,15.7,15,1,NA,NA,5,1
3,3,4/29/1959,119,1959,4,17.1,17,1,NA,NA,8,1
3,3,4/29/1959,119,1959,4,17.2,17,1,NA,NA,7,1
3,3,4/29/1959,119,1959,4,19.3,19,1,NA,NA,8,1
3,3,4/29/1959,119,1959,4,20.2,20,1,NA,NA,10,1
2,2,4/30/1959,120,1959,4,25.5,25,3,NA,NA,7,1
2,2,4/30/1959,120,1959,4,24.4,24,2,NA,NA,8,1
2,2,4/30/1959,120,1959,4,25.3,25,2,NA,NA,9,1
2,2,4/30/1959,120,1959,4,12.9,12,1,NA,NA,4,1
2,2,4/30/1959,120,1959,4,13.5,13,1,NA,NA,4,1
2,2,4/30/1959,120,1959,4,13.7,13,1,NA,NA,5,1
2,2,4/30/1959,120,1959,4,14.1,14,1,NA,NA,4,1
2,2,4/30/1959,120,1959,4,16.6,16,1,NA,NA,7,1
2,2,4/30/1959,120,1959,4,16.8,16,1,NA,NA,7,1
2,2,4/30/1959,120,1959,4,16.9,16,1,NA,NA,8,1
2,2,4/30/1959,120,1959,4,16.9,16,1,NA,NA,9,1
2,2,4/30/1959,120,1959,4,17,17,1,NA,NA,8,1
2,2,4/30/1959,120,1959,4,17.7,17,1,NA,NA,8,1
2,2,4/30/1959,120,1959,4,18.1,18,1,NA,NA,7,1
2,2,4/30/1959,120,1959,4,19,19,1,NA,NA,6,1
2,2,4/30/1959,120,1959,4,17.2,17,3,NA,NA,6,1
2,2,4/30/1959,120,1959,4,14.4,14,2,NA,NA,4,1
2,2,4/30/1959,120,1959,4,14.9,14,2,NA,NA,4,1
2,2,4/30/1959,120,1959,4,15.1,15,2,NA,NA,4,1
2,2,4/30/1959,120,1959,4,16.3,16,2,NA,NA,5,1
2,2,4/30/1959,120,1959,4,16.5,16,2,NA,NA,6,1
2,2,4/30/1959,120,1959,4,17,17,2,NA,NA,6,1
2,2,4/30/1959,120,1959,4,22.9,22,2,NA,NA,8,1
2,2,4/30/1959,120,1959,4,23,23,2,NA,NA,8,1
2,2,4/30/1959,120,1959,4,23.1,23,2,NA,NA,8,1
2,2,4/30/1959,120,1959,4,24.4,24,2,NA,NA,8,1
2,2,4/30/1959,120,1959,4,12.3,12,1,NA,NA,4,1
2,2,4/30/1959,120,1959,4,12.7,12,1,NA,NA,4,1
2,2,4/30/1959,120,1959,4,12.9,12,1,NA,NA,4,1
2,2,4/30/1959,120,1959,4,12.9,12,1,NA,NA,4,1
2,2,4/30/1959,120,1959,4,13,13,1,NA,NA,4,1
2,2,4/30/1959,120,1959,4,13.1,13,1,NA,NA,4,1
2,2,4/30/1959,120,1959,4,13.1,13,1,NA,NA,4,1
2,2,4/30/1959,120,1959,4,13.1,13,1,NA,NA,4,1
2,2,4/30/1959,120,1959,4,13.3,13,1,NA,NA,4,1
2,2,4/30/1959,120,1959,4,13.3,13,1,NA,NA,4,1
2,2,4/30/1959,120,1959,4,13.7,13,1,NA,NA,4,1
2,2,4/30/1959,120,1959,4,13.7,13,1,NA,NA,4,1
2,2,4/30/1959,120,1959,4,13.7,13,1,NA,NA,4,1
2,2,4/30/1959,120,1959,4,13.8,13,1,NA,NA,4,1
2,2,4/30/1959,120,1959,4,13.9,13,1,NA,NA,4,1
2,2,4/30/1959,120,1959,4,14.1,14,1,NA,NA,4,1
2,2,4/30/1959,120,1959,4,14.1,14,1,NA,NA,4,1
2,2,4/30/1959,120,1959,4,14.8,14,1,NA,NA,5,1
2,2,4/30/1959,120,1959,4,20.5,20,1,NA,NA,10,1
1,1,5/1/1959,121,1959,5,13.5,13,2,NA,0.76,4,1
1,1,5/1/1959,121,1959,5,13.8,13,2,NA,0.82,5,1
1,1,5/2/1959,122,1959,5,12.8,12,1,NA,0.64,4,1
1,1,5/2/1959,122,1959,5,12.9,12,1,NA,0.65,4,1
1,1,5/2/1959,122,1959,5,12.9,12,1,NA,0.6,4,1
1,1,5/2/1959,122,1959,5,13.1,13,1,NA,0.71,5,1
1,1,5/2/1959,122,1959,5,13.1,13,1,NA,0.57,6,1
1,1,5/2/1959,122,1959,5,13.2,13,1,NA,0.79,4,1
1,1,5/2/1959,122,1959,5,13.2,13,1,NA,0.62,4,1
1,1,5/2/1959,122,1959,5,13.2,13,1,NA,0.65,5,1
1,1,5/2/1959,122,1959,5,13.3,13,1,NA,0.8,4,1
1,1,5/2/1959,122,1959,5,13.5,13,1,NA,0.68,4,1
1,1,5/2/1959,122,1959,5,13.6,13,1,NA,0.75,4,1
1,1,5/2/1959,122,1959,5,13.7,13,1,NA,0.73,4,1
1,1,5/2/1959,122,1959,5,13.7,13,1,NA,0.75,5,1
1,1,5/2/1959,122,1959,5,13.8,13,1,NA,0.8,4,1
1,1,5/2/1959,122,1959,5,13.8,13,1,NA,0.8,5,1
1,1,5/2/1959,122,1959,5,13.9,13,1,NA,0.85,NA,1
1,1,5/2/1959,122,1959,5,13.9,13,1,NA,0.85,5,1
1,1,5/2/1959,122,1959,5,13.9,13,1,NA,0.86,5,1
1,1,5/2/1959,122,1959,5,14,14,1,NA,0.96,4,1
1,1,5/2/1959,122,1959,5,14.1,14,1,NA,0.88,4,1
1,1,5/2/1959,122,1959,5,14.1,14,1,NA,0.8,5,1
1,1,5/2/1959,122,1959,5,14.2,14,1,NA,0.83,5,1
1,1,5/2/1959,122,1959,5,14.2,14,1,NA,1.03,5,1
1,1,5/2/1959,122,1959,5,14.2,14,1,NA,0.94,5,1
1,1,5/2/1959,122,1959,5,14.2,14,1,NA,0.77,5,1
1,1,5/2/1959,122,1959,5,14.3,14,1,NA,1.03,5,1
1,1,5/2/1959,122,1959,5,14.5,14,1,NA,0.84,5,1
1,1,5/2/1959,122,1959,5,14.5,14,1,NA,0.99,5,1
1,1,5/2/1959,122,1959,5,14.6,14,1,NA,0.97,5,1
1,1,5/2/1959,122,1959,5,14.6,14,1,NA,1.02,4,1
1,1,5/2/1959,122,1959,5,14.6,14,1,NA,0.86,5,1
1,1,5/2/1959,122,1959,5,14.7,14,1,NA,0.92,5,1
1,1,5/2/1959,122,1959,5,14.8,14,1,NA,0.95,8,1
1,1,5/2/1959,122,1959,5,14.9,14,1,NA,0.96,5,1
1,1,5/2/1959,122,1959,5,14.9,14,1,NA,0.92,5,1
1,1,5/2/1959,122,1959,5,14.9,14,1,NA,0.92,5,1
1,1,5/2/1959,122,1959,5,15,15,1,NA,0.99,6,1
1,1,5/2/1959,122,1959,5,15,15,1,NA,1,5,1
1,1,5/2/1959,122,1959,5,15,15,1,NA,0.91,6,1
1,1,5/2/1959,122,1959,5,15,15,1,NA,0.93,6,1
1,1,5/2/1959,122,1959,5,15.9,15,1,NA,1,5,1
1,1,5/2/1959,122,1959,5,16,16,1,NA,1.2,6,1
1,1,5/2/1959,122,1959,5,16.6,16,1,NA,1.5,5,1
1,1,5/2/1959,122,1959,5,16.8,16,1,NA,1.4,5,1
1,1,5/2/1959,122,1959,5,13.2,13,2,NA,0.73,4,1
1,1,5/2/1959,122,1959,5,13.7,13,2,NA,0.7,4,1
1,1,5/2/1959,122,1959,5,13.8,13,2,NA,0.78,4,1
1,1,5/2/1959,122,1959,5,14,14,2,NA,0.96,4,1
1,1,5/2/1959,122,1959,5,14.1,14,2,NA,0.85,4,1
1,1,5/2/1959,122,1959,5,14.2,14,2,NA,0.94,5,1
1,1,5/2/1959,122,1959,5,14.3,14,2,NA,0.88,4,1
1,1,5/2/1959,122,1959,5,14.5,14,2,NA,0.96,5,1
1,1,5/2/1959,122,1959,5,14.5,14,2,NA,0.99,4,1
1,1,5/2/1959,122,1959,5,14.6,14,2,NA,0.93,4,1
1,1,5/2/1959,122,1959,5,14.6,14,2,NA,0.98,4,1
1,1,5/2/1959,122,1959,5,14.7,14,2,NA,0.93,5,1
1,1,5/2/1959,122,1959,5,15.2,15,2,NA,1.05,5,1
1,1,5/2/1959,122,1959,5,15.4,15,2,NA,1.34,5,1
1,1,5/2/1959,122,1959,5,15.4,15,2,NA,1.17,5,1
1,1,5/2/1959,122,1959,5,15.9,15,2,NA,1.2,7,1
1,1,5/2/1959,122,1959,5,16.8,16,2,NA,1.5,5,1
1,1,5/2/1959,122,1959,5,17.1,17,2,NA,NA,5,1
1,1,5/2/1959,122,1959,5,17.6,17,2,NA,1.68,5,1
1,1,5/2/1959,122,1959,5,17.6,17,2,NA,1.8,5,1
1,1,5/2/1959,122,1959,5,17.9,17,2,NA,NA,5,1
1,1,5/2/1959,122,1959,5,18.5,18,2,NA,2,5,1
1,1,5/2/1959,122,1959,5,19.1,19,1,NA,2.15,7,1
1,1,5/2/1959,122,1959,5,22.2,22,2,NA,4,7,1
1,1,5/2/1959,122,1959,5,22.7,22,2,NA,3.9,10,1
1,1,5/2/1959,122,1959,5,23.2,23,2,NA,4.2,6,1
1,1,5/2/1959,122,1959,5,23.9,23,2,NA,5.5,9,1
1,1,5/2/1959,122,1959,5,24.4,24,2,NA,5.2,9,1
1,1,5/2/1959,122,1959,5,25.6,25,2,NA,5.75,9,1
1,1,5/2/1959,122,1959,5,26.9,26,2,NA,7.75,7,1
1,1,5/3/1959,123,1959,5,13.1,13,1,NA,0.66,4,1
1,1,5/3/1959,123,1959,5,13.2,13,1,NA,0.7,5,1
1,1,5/3/1959,123,1959,5,13.7,13,1,NA,0.69,4,1
1,1,5/3/1959,123,1959,5,13.8,13,1,NA,0.8,4,1
1,1,5/3/1959,123,1959,5,14.2,14,1,NA,1.26,4,1
1,1,5/3/1959,123,1959,5,15.3,15,1,NA,1,5,1
1,1,5/3/1959,123,1959,5,15.5,15,1,NA,1.06,5,1
1,1,5/3/1959,123,1959,5,17.6,17,1,NA,1.65,8,1
1,1,5/3/1959,123,1959,5,17.9,17,1,NA,1.74,8,1
1,1,5/3/1959,123,1959,5,12.2,12,2,NA,0.6,4,1
1,1,5/3/1959,123,1959,5,15,15,2,NA,0.94,6,1
1,1,5/3/1959,123,1959,5,15.8,15,2,NA,1.3,5,1
1,1,5/3/1959,123,1959,5,16.2,16,2,NA,1.3,5,1
1,1,5/3/1959,123,1959,5,16.7,16,2,NA,1.35,5,1
1,1,5/3/1959,123,1959,5,17.2,17,2,NA,1.54,6,1
1,1,5/4/1959,124,1959,5,13.5,13,1,NA,0.81,5,1
1,1,5/4/1959,124,1959,5,14.1,14,1,NA,0.79,5,1
1,1,5/4/1959,124,1959,5,16.5,16,1,NA,1.41,6,1
1,1,5/4/1959,124,1959,5,17,17,2,NA,1.42,6,1
1,1,5/4/1959,124,1959,5,22.7,22,2,NA,3.25,10,1
1,1,5/5/1959,125,1959,5,13.2,13,1,NA,0.75,5,1
1,1,5/5/1959,125,1959,5,15.3,15,2,NA,1.06,5,1
1,1,5/6/1959,126,1959,5,11.7,11,1,NA,0.54,3,1
1,1,5/6/1959,126,1959,5,12.7,12,1,NA,0.64,4,1
1,1,5/6/1959,126,1959,5,12.8,12,1,NA,0.6,5,1
1,1,5/6/1959,126,1959,5,13.3,13,1,NA,0.7,5,1
1,1,5/6/1959,126,1959,5,13.5,13,1,NA,0.62,5,1
1,1,5/6/1959,126,1959,5,13.5,13,1,NA,0.7,4,1
1,1,5/6/1959,126,1959,5,15.2,15,1,NA,1.5,5,1
1,1,5/6/1959,126,1959,5,16.5,16,1,NA,1.24,7,1
1,1,5/6/1959,126,1959,5,15.8,15,2,NA,1.22,5,1
1,1,5/6/1959,126,1959,5,19.6,19,2,NA,2.82,10,1
1,1,5/6/1959,126,1959,5,22.8,22,2,NA,3.25,7,1
1,1,5/6/1959,126,1959,5,23.3,23,2,NA,4.3,7,1
1,1,5/7/1959,127,1959,5,13.3,13,1,NA,0.64,4,1
1,1,5/7/1959,127,1959,5,14.8,14,1,NA,0.95,5,1
1,1,5/7/1959,127,1959,5,15.4,15,1,NA,1,5,1
1,1,5/7/1959,127,1959,5,15.8,15,1,NA,1.2,5,1
1,1,5/7/1959,127,1959,5,14.1,14,2,NA,0.9,5,1
1,1,5/7/1959,127,1959,5,15,15,2,NA,0.96,5,1
1,1,5/8/1959,128,1959,5,10.4,10,1,NA,0.35,2,1
1,1,5/8/1959,128,1959,5,11.2,11,1,NA,0.44,4,1
1,1,5/8/1959,128,1959,5,13.6,13,1,NA,0.8,5,1
1,1,5/8/1959,128,1959,5,13.6,13,1,NA,0.78,5,1
1,1,5/8/1959,128,1959,5,13.8,13,1,NA,0.9,4,1
1,1,5/8/1959,128,1959,5,14,14,1,NA,0.75,5,1
1,1,5/8/1959,128,1959,5,14.2,14,1,NA,0.8,4,1
1,1,5/8/1959,128,1959,5,14.4,14,1,NA,0.9,5,1
1,1,5/8/1959,128,1959,5,14.6,14,1,NA,0.9,5,1
1,1,5/8/1959,128,1959,5,14.6,14,1,NA,0.94,5,1
1,1,5/8/1959,128,1959,5,14.8,14,1,NA,0.94,5,1
1,1,5/8/1959,128,1959,5,15.1,15,1,NA,0.93,6,1
1,1,5/8/1959,128,1959,5,15.7,15,1,NA,1.32,7,1
1,1,5/8/1959,128,1959,5,13.5,13,2,NA,0.67,4,1
1,1,5/8/1959,128,1959,5,14.4,14,2,NA,0.94,4,1
1,1,5/8/1959,128,1959,5,18.1,18,2,NA,2.02,5,1
1,1,5/9/1959,129,1959,5,13.4,13,1,NA,0.8,4,1
1,1,5/9/1959,129,1959,5,13.5,13,1,NA,0.72,4,1
1,1,5/9/1959,129,1959,5,13.5,13,1,NA,0.7,5,1
1,1,5/9/1959,129,1959,5,13.6,13,1,NA,0.69,4,1
1,1,5/9/1959,129,1959,5,14.1,14,1,NA,0.8,5,1
1,1,5/9/1959,129,1959,5,14.2,14,1,NA,0.84,5,1
1,1,5/9/1959,129,1959,5,14.7,14,1,NA,1.03,6,1
1,1,5/9/1959,129,1959,5,15.2,15,1,NA,1.25,5,1
1,1,5/9/1959,129,1959,5,16.7,16,1,NA,1.32,8,1
1,1,5/9/1959,129,1959,5,17.2,17,1,NA,1.52,6,1
1,1,5/9/1959,129,1959,5,18.1,18,1,NA,1.87,8,1
1,1,5/9/1959,129,1959,5,13.1,13,2,NA,0.64,4,1
1,1,5/9/1959,129,1959,5,13.8,13,2,NA,0.84,4,1
1,1,5/9/1959,129,1959,5,14.7,14,2,NA,1.02,5,1
1,1,5/9/1959,129,1959,5,16.2,16,2,NA,1.42,5,1
1,1,5/11/1959,131,1959,5,15.4,15,1,NA,1.25,5,1
1,1,5/11/1959,131,1959,5,15.9,15,1,NA,1.2,5,1
1,1,5/11/1959,131,1959,5,15.3,15,2,NA,1.12,5,1
1,1,5/11/1959,131,1959,5,15.3,15,2,NA,1,6,1
1,1,5/11/1959,131,1959,5,16.7,16,2,NA,1.47,6,1
1,1,5/11/1959,131,1959,5,17,17,2,NA,1.68,6,1
1,1,5/12/1959,132,1959,5,12.5,12,1,NA,0.62,4,1
1,1,5/12/1959,132,1959,5,12.5,12,1,NA,0.57,4,1
1,1,5/12/1959,132,1959,5,13,13,1,NA,0.65,4,1
1,1,5/12/1959,132,1959,5,13,13,1,NA,0.62,4,1
1,1,5/12/1959,132,1959,5,13.9,13,1,NA,0.8,4,1
1,1,5/12/1959,132,1959,5,14.6,14,1,NA,0.86,5,1
1,1,5/12/1959,132,1959,5,14.8,14,1,NA,1.03,5,1
1,1,5/12/1959,132,1959,5,15.3,15,1,NA,1,4,1
1,1,5/12/1959,132,1959,5,14.9,14,2,NA,1.09,5,1
1,1,5/12/1959,132,1959,5,15.2,15,2,NA,1.04,4,1
1,1,5/12/1959,132,1959,5,15.7,15,2,NA,1.3,5,1
1,1,5/12/1959,132,1959,5,16.3,16,2,NA,1.38,5,1
1,1,5/12/1959,132,1959,5,16.5,16,2,NA,1.56,5,1
1,1,5/12/1959,132,1959,5,18.3,18,2,NA,2.22,5,1
1,1,5/13/1959,133,1959,5,12.7,12,1,NA,0.55,4,1
1,1,5/13/1959,133,1959,5,13.6,13,1,NA,0.71,6,1
1,1,5/13/1959,133,1959,5,14.4,14,1,NA,0.98,4,1
1,1,5/13/1959,133,1959,5,15.5,15,1,NA,1.28,5,1
1,1,5/13/1959,133,1959,5,16.1,16,1,NA,1.26,5,1
1,1,5/14/1959,134,1959,5,13.5,13,1,NA,0.85,5,1
1,1,5/14/1959,134,1959,5,13.7,13,1,NA,0.7,4,1
1,1,5/14/1959,134,1959,5,16.4,16,1,NA,1.38,7,1
1,1,5/15/1959,135,1959,5,14.1,14,1,NA,0.7,4,1
1,1,5/16/1959,136,1959,5,13.3,13,1,NA,0.68,4,1
1,1,5/16/1959,136,1959,5,18.5,18,1,NA,1.84,7,1
1,1,5/16/1959,136,1959,5,12.5,12,2,NA,0.62,4,1
1,1,5/16/1959,136,1959,5,13.4,13,2,NA,0.82,5,1
1,1,5/16/1959,136,1959,5,15,15,2,NA,1.15,4,1
1,1,5/16/1959,136,1959,5,15.6,15,2,NA,1.15,5,1
1,1,5/16/1959,136,1959,5,16.9,16,2,NA,1.62,5,1
1,1,5/16/1959,136,1959,5,17.8,17,2,NA,1.85,7,1
1,1,5/17/1959,137,1959,5,10.2,10,1,NA,0.36,2,1
1,1,5/17/1959,137,1959,5,12.9,12,1,NA,0.75,4,1
1,1,5/17/1959,137,1959,5,13,13,1,NA,0.71,5,1
1,1,5/17/1959,137,1959,5,13,13,1,NA,0.58,4,1
1,1,5/17/1959,137,1959,5,13.1,13,1,NA,0.78,4,1
1,1,5/17/1959,137,1959,5,13.3,13,1,NA,0.71,4,1
1,1,5/17/1959,137,1959,5,13.4,13,1,NA,0.76,5,1
1,1,5/17/1959,137,1959,5,13.5,13,1,NA,0.85,4,1
1,1,5/17/1959,137,1959,5,14.4,14,1,NA,0.86,5,1
1,1,5/17/1959,137,1959,5,14.4,14,1,NA,0.88,4,1
1,1,5/17/1959,137,1959,5,13.8,13,2,NA,0.8,4,1
1,1,5/17/1959,137,1959,5,14.4,14,2,NA,0.94,4,1
1,1,5/17/1959,137,1959,5,14.5,14,2,NA,0.98,4,1
1,1,5/21/1959,141,1959,5,13.8,13,1,NA,0.8,5,1
1,1,5/21/1959,141,1959,5,13.4,13,2,NA,0.76,4,1
1,1,5/21/1959,141,1959,5,15.6,15,2,NA,1.15,5,1
1,1,5/22/1959,142,1959,5,12,12,1,NA,0.48,4,1
1,1,5/22/1959,142,1959,5,12.5,12,1,NA,0.58,4,1
1,1,5/22/1959,142,1959,5,14.4,14,1,NA,0.82,5,1
1,1,5/22/1959,142,1959,5,14.6,14,1,NA,0.94,5,1
1,1,5/22/1959,142,1959,5,13.1,13,2,NA,0.67,4,1
1,1,5/22/1959,142,1959,5,15,15,2,NA,1.02,4,1
1,1,5/23/1959,143,1959,5,13.6,13,1,NA,0.75,4,1
1,1,5/23/1959,143,1959,5,14.1,14,1,NA,0.9,4,1
1,1,5/23/1959,143,1959,5,15.8,15,1,NA,1.22,5,1
1,1,5/24/1959,144,1959,5,14.1,14,1,NA,0.84,4,1
1,1,5/30/1959,150,1959,5,13.1,13,1,NA,0.65,4,1
1,1,5/30/1959,150,1959,5,13.5,13,1,NA,0.74,4,1
1,1,5/30/1959,150,1959,5,13.6,13,1,NA,0.91,4,1
1,1,5/30/1959,150,1959,5,14.1,14,1,NA,0.96,5,1
1,1,5/30/1959,150,1959,5,14.7,14,1,NA,0.98,4,1
1,1,5/30/1959,150,1959,5,15.1,15,1,NA,1.08,5,1
1,1,5/30/1959,150,1959,5,14,14,2,NA,1.04,5,1
1,1,5/30/1959,150,1959,5,14.1,14,2,NA,0.9,4,1
1,1,5/30/1959,150,1959,5,15.1,15,2,NA,1.02,4,1
1,1,5/30/1959,150,1959,5,15.1,15,2,NA,1.04,5,1
1,1,5/30/1959,150,1959,5,15.4,15,2,NA,1.06,5,1
1,1,5/30/1959,150,1959,5,15.5,15,2,NA,1.42,4,1
1,1,5/30/1959,150,1959,5,15.5,15,2,NA,1.26,5,1
1,1,5/30/1959,150,1959,5,16.2,16,2,NA,1.4,5,1
1,1,5/30/1959,150,1959,5,17.6,17,2,NA,1.77,6,1
1,1,5/31/1959,151,1959,5,13.2,13,1,NA,0.7,4,1
1,1,5/31/1959,151,1959,5,14.1,14,1,NA,0.9,4,1
1,1,6/5/1959,156,1959,6,13.8,13,1,NA,0.82,4,1
1,1,6/5/1959,156,1959,6,14.5,14,1,NA,0.97,5,1
1,1,6/5/1959,156,1959,6,14.7,14,1,NA,0.96,5,1
1,1,6/5/1959,156,1959,6,16.1,16,1,NA,1.32,5,1
1,1,6/5/1959,156,1959,6,18.4,18,1,NA,1.97,7,1
1,1,6/6/1959,157,1959,6,13.4,13,1,NA,0.76,4,1
1,1,6/6/1959,157,1959,6,15,15,1,NA,1.06,5,1
1,1,6/6/1959,157,1959,6,15.2,15,1,NA,1.2,4,1
1,1,6/13/1959,164,1959,6,14.3,14,1,NA,1.03,4,1
1,1,6/18/1959,169,1959,6,14.3,14,3,NA,0.86,5,1
1,1,6/18/1959,169,1959,6,13.5,13,1,NA,0.65,4,1
1,1,6/19/1959,170,1959,6,14.1,14,2,NA,1.07,4,1
1,1,6/20/1959,171,1959,6,15.6,15,3,NA,1.16,5,1
1,1,6/24/1959,175,1959,6,15.5,15,2,NA,1.3,4,1
1,1,7/7/1959,188,1959,7,14.8,14,1,NA,1,4,1
1,1,7/7/1959,188,1959,7,15.4,15,1,NA,1.12,4,1
1,1,7/7/1959,188,1959,7,13.3,13,2,NA,0.71,3,1
1,1,7/12/1959,193,1959,7,7,7,1,NA,0.1,1,1
1,1,7/12/1959,193,1959,7,8.8,8,1,NA,0.2,1,1
1,1,7/12/1959,193,1959,7,13.8,13,3,NA,0.85,4,1
1,1,7/12/1959,193,1959,7,14.2,14,3,NA,0.88,4,1
1,1,7/12/1959,193,1959,7,14.3,14,3,NA,0.86,4,1
1,1,7/12/1959,193,1959,7,14.5,14,3,NA,1,5,1
1,1,7/12/1959,193,1959,7,14.7,14,3,NA,1.03,4,1
1,1,7/12/1959,193,1959,7,16.5,16,3,NA,1.5,4,1
1,1,7/12/1959,193,1959,7,11.3,11,1,NA,0.47,3,1
1,1,7/12/1959,193,1959,7,14,14,2,NA,0.92,5,1
